load1:pl,load2:pl,load3:pl,load1:ql,load2:ql,load3:ql,gen1:pg,gen2:pg,gen3:pg,gen4:pg,gen5:pg,gen1:qg,gen2:qg,gen3:qg,gen4:qg,gen5:qg,gen1:vm_gen,gen2:vm_gen,gen3:vm_gen,gen4:vm_gen,gen5:vm_gen,bus1:v_bus,bus2:v_bus,bus3:v_bus,bus4:v_bus,bus5:v_bus,line1:p_to,line2:p_to,line3:p_to,line4:p_to,line5:p_to,line6:p_to,line1:q_to,line2:q_to,line3:q_to,line4:q_to,line5:q_to,line6:q_to,line1:p_fr,line2:p_fr,line3:p_fr,line4:p_fr,line5:p_fr,line6:p_fr,line1:q_fr,line2:q_fr,line3:q_fr,line4:q_fr,line5:q_fr,line6:q_fr,bus1:v_min,bus2:v_min,bus3:v_min,bus4:v_min,bus5:v_min,bus1:v_max,bus2:v_max,bus3:v_max,bus4:v_max,bus5:v_max,gen1:pg_min,gen2:pg_min,gen3:pg_min,gen4:pg_min,gen5:pg_min,gen1:pg_max,gen2:pg_max,gen3:pg_max,gen4:pg_max,gen5:pg_max,gen1:qg_min,gen2:qg_min,gen3:qg_min,gen4:qg_min,gen5:qg_min,gen1:qg_max,gen2:qg_max,gen3:qg_max,gen4:qg_max,gen5:qg_max,line1:p_to_max,line2:p_to_max,line3:p_to_max,line4:p_to_max,line5:p_to_max,line6:p_to_max,line1:q_to_max,line2:q_to_max,line3:q_to_max,line4:q_to_max,line5:q_to_max,line6:q_to_max,line1:p_fr_max,line2:p_fr_max,line3:p_fr_max,line4:p_fr_max,line5:p_fr_max,line6:p_fr_max,line1:q_fr_max,line2:q_fr_max,line3:q_fr_max,line4:q_fr_max,line5:q_fr_max,line6:q_fr_max
6.570765077181837,2.2759931457323193,4.051882776442357,4.3762828466557995,0.6281487979737461,4.026378409077538,0.3999999973074662,1.699999997501953,4.876424109671527,1.558644117153017,4.446793845103595,0.3,1.275,3.5338359236879486,1.5,3.1656959686389414,1.0887466859455424,1.0887466859455424,1.0582903349233475,1.0555708504862527,1.1,1.0887465217628047 - 0.0005979187202320081j,1.0273423957629413 + 0.0008553048386149743j,1.0582902825264835 + 0.0003330197994084777j,1.0555708504862527 + 1.924878888556834e-33j,1.0999996715342704 - 0.0008500732306647862j,-3.3266924411304637,-1.289769032340458,2.566724546384127,3.2616273592592133,0.6624315875842153,1.8800692987194672,-1.79135966492676,-1.0079310200695424,1.673938787576714,2.740326102737146,-0.1605383821488618,1.4917571810622274,3.3646648677827247,1.2970593060627937,-2.5617241790360996,-3.244072636051373,-0.6611963953200047,-1.8659012145330967,2.1631066746353973,1.073268076034937,-1.6613747373481047,-2.5849231817290397,0.16536102297705663,-1.357908993773323,0.0,0.0,0.0,0.0,0.0,-0.000303874232951544,-2.1492607574597353e-5,-6.421035738663953e-5,-5.847224283673021e-5,-18063.948845083436,0.0,0.0,0.0,0.0,0.0,-286.50253439413495,-186.50253439413498,-1.0492373684858699e-5,-5.905915600512851e-6,-1.5234378448045616e-6,0.0,0.0,0.0,0.0,0.0,-771.4194630945832,-771.4194630945832,-9.441877245009166e-6,-1899.693543116322,-2.2509048939626265e-6,-5.229787019865334e-6,-5.729152706838111e-7,0.0,0.0,0.0,0.0,-1.3896040478242403e-6,-4.5926822445257216e-7,0.0,0.0,-6.636968817742255e-8,0.0,0.0,0.0,-1.6148555743951531e-6,-3.158832559834698e-6,-2.720497889401573e-7,-6.144355707535195e-6,0.0,0.0,-7.933283964096173e-7,-1.873403690188845e-6,0.0,-3.0693516203605866e-6
6.552550453546582,1.704638419381279,4.090173208873888,4.400893818462952,0.7246925542641075,3.937011088286268,0.39999999729086927,1.6999999974627593,4.317436907107752,1.5317583485289037,4.48127955230189,0.3,1.275,3.6071935271017606,1.5,3.123033066764626,1.088817382126597,1.088817382126597,1.0581516286101882,1.0563365336339419,1.1,1.0888172119713018 - 0.0006087167299469179j,1.0270868507989965 + 0.0008408619965881335j,1.0581515801818229 + 0.00032013919637071504j,1.0563365336339419 + 1.4459630575872765e-33j,1.0999996620692698 - 0.0008622340126773913j,-3.318375726427583,-1.3095204327792827,2.5781511968285646,3.2517342731366683,0.6400664348865889,1.9031283554733247,-1.8042943366635198,-0.9819526984748582,1.6608078728206142,2.7520582110252114,-0.12667000901709247,1.4622251939440123,3.3563434857014496,1.3167996671273552,-2.573143158075176,-3.2341747271189982,-0.6389357854101954,-1.8889608624522902,2.1759959936261746,1.0471735341163193,-1.6481695147058206,-2.596599481799432,0.1304427618124417,-1.3283883677732964,0.0,0.0,0.0,0.0,0.0,-0.0003059244357844623,-2.125977179170721e-5,-6.390125034937134e-5,-6.002199502725647e-5,-17574.25842285638,0.0,0.0,0.0,0.0,0.0,-286.1288041385032,-186.12880413850317,-3.27798279887093e-6,-5.391903777028722e-6,-1.582892200211249e-6,0.0,0.0,0.0,0.0,0.0,-748.7409722325846,-748.7409722325846,-1.1934734531893039e-5,-1837.5003876216465,-2.163812247653107e-6,-5.155233043447812e-6,-5.834630833873884e-7,0.0,0.0,0.0,0.0,-1.4048243764662844e-6,-4.4664782491407766e-7,0.0,0.0,-5.232512121464056e-8,0.0,0.0,0.0,-1.6303360939901775e-6,-3.122457674818596e-6,-2.6243309222078e-7,-6.47348840840015e-6,0.0,0.0,-7.848655505446719e-7,-1.892889854900202e-6,0.0,-2.9361234225418455e-6
5.645405718334269,2.0297232936975083,5.955067145243793,1.3773381397496838,0.8655174744770081,3.2403055734022552,0.39999999761687755,1.6999999982226988,5.1999994996743935,1.4909303433871282,4.9006802132413325,0.29999997480017765,1.2749999775507606,3.9,1.5,-0.967626971852354,1.0819285562760637,1.0819285562760637,1.1,1.0646138905567504,1.0761827444044432,1.0819281955731157 - 0.0008834644924558983j,1.0801421593649148 + 0.0003887885840341481j,1.0999999973287864 - 7.665944322312063e-5j,1.0646138905567504 + 7.618187422773062e-35j,1.0761821292491502 - 0.0011506687812971748j,-2.7710217561456223,-1.8104193384678713,2.513627393160385,2.8845990574785825,-0.2814405635493905,2.3870528200809473,0.29873603223105427,-0.38758943165884036,-1.2165825680993287,1.7562168157900808,-1.243797147118716,0.24895559624697486,2.789736436683431,1.8196057464686695,-2.5093421873125243,-2.8743839621886464,0.2856771484983025,-2.3722768998394015,-0.11990993167884073,0.47187344333657577,1.223036440693203,-1.676074171980738,1.278265729355469,-0.10891899159053757,0.0,0.0,0.0,0.0,0.0,-0.00018125280157949038,-0.00016295535164823576,-545.7720925635057,-8.067701403180629e-5,-0.00013204694055684633,0.0,0.0,0.0,0.0,0.0,-293.661319737882,-193.66131973788208,-6.599745191021889,-4.700394110391402e-6,-2.565397179761635e-6,0.0,0.0,0.0,0.0,3.64387870658968e-7,-103.30793792098589,-103.30793792098589,-187.65824874074963,-303.8923285248071,0.0,-2.4686483424963886e-6,-8.919691836934911e-7,0.0,0.0,-1.1510111646112875e-7,0.0,0.0,-1.9145555016914115e-7,-5.341853762718004e-7,0.0,-5.629609418634091e-7,0.0,0.0,0.0,-1.5452232876847812e-6,-2.1352191345061277e-6,0.0,-0.0002801227772750359,-1.3654760146788244e-7,0.0,0.0,-8.479213014361492e-7,0.0,-3.177476601113637e-7
4.778644822916162,2.4170165066331775,6.3611789155609815,0.8432766391158502,0.8815306878241416,2.6359025910918503,0.3999999979014291,1.6999999988690764,5.199999518979582,1.6446579593424064,4.670016051354002,0.2999999040768768,1.2749999068268625,3.899998479951624,1.1126403383400318,-1.7375732069596277,1.0733301024409128,1.0733301024409128,1.0999999923807102,1.059389287708649,1.0642205870949986,1.0733297009679874 - 0.000928345728144237j,1.0824704529292488 + 0.00022032418723464694j,1.0999999816921688 - 0.00015334533169377568j,1.059389287708649 - 5.867076105487278e-38j,1.0642199388064193 - 0.0011746674783021565j,-2.462026986315611,-1.878043644182043,2.2700216466790866,2.323649320854439,-0.4535878718654118,2.399994404674916,0.671590565253093,-0.2557829216472681,-1.7427609146223995,1.563127113087173,-1.4057423528022914,0.0051877076627717825,2.47765860512326,1.8877695298893258,-2.2654281382420804,-2.3166178366005514,0.4593336914919654,-2.38488944017112,-0.5235470334027748,0.34555918968514443,1.7529876546213694,-1.514867204368943,1.4553406790403094,0.138263021697741,0.0,0.0,0.0,0.0,0.0,-0.00011536764970026744,-0.00018751359399469598,-195.30085938361893,-6.67276043566054e-5,-7.948965270174256e-5,0.0,0.0,0.0,0.0,0.0,-300.5614093882406,-200.5614093882406,-6.822183799872617,-8.022402308457153e-6,-1.955478959206831e-6,0.0,0.0,0.0,0.0,7.333882869388117e-7,-34.330209359366826,-34.330209359366826,-2.3324246797432595,-7.99572894098927e-6,0.0,-1.8272948936977566e-6,-9.413948214483938e-7,0.0,0.0,-1.8624523368887526e-7,0.0,0.0,-1.3940156240755355e-7,-8.457253806962228e-7,0.0,-6.602976055282553e-7,-1.7515583744512558e-7,0.0,0.0,-1.2704697096157287e-6,-1.325614278422555e-6,0.0,-0.6471173271966563,-3.141234525895302e-7,0.0,0.0,-7.238937723680471e-7,0.0,-6.550166411055278e-9
5.690040266642218,2.458800709245877,5.745493968825014,2.0034541837306024,1.1191579075914924,3.286294389094634,0.39999999730816593,1.6999999975036042,5.199999798162411,1.684050742530861,4.970167527110076,0.29999998959181623,1.2749999923420134,3.9,1.5,-0.05874987653021251,1.0952187665049395,1.0952187665049395,1.1,1.0750279907531104,1.0934460322041752,1.0952184479016596 - 0.00083539241155295j,1.0792315294446222 + 0.0004883257495467832j,1.0999999988756997 + 4.9733901988674526e-5j,1.0750279907531104 - 4.8088142408405996e-35j,1.0934454715868167 - 0.0011072530597361116j,-2.948186126160951,-1.7423594552079185,2.6241251505121133,2.7517340152081378,0.01264026061092124,2.3460423765979623,-0.2214195823360396,-0.5065873893599785,-0.5647985125084571,1.8588432474897347,-0.9089178908003677,0.5060486359782447,2.9692694543972573,1.7510100572769887,-2.6202795168624755,-2.7418541404812666,-0.01053492629160373,-2.331724031697155,0.42383615221746873,0.5853448371634977,0.5658189925528632,-1.7820346013945625,0.9219988748838461,-0.3707890996692098,0.0,0.0,0.0,0.0,0.0,-0.0007421120940300659,-0.00015481533512181248,-855.61955741912,-0.00012484870648106424,-0.0005361227221997496,0.0,0.0,0.0,0.0,0.0,-286.51881798215175,-186.5188179821517,-14.338536472113729,-9.346157856685609e-6,-2.7991859230799596e-6,0.0,0.0,0.0,0.0,2.1113392465254424e-8,-178.18429734283578,-178.18429734283578,-402.48687236283104,-634.0766576497894,0.0,-3.0059724703391753e-6,-8.443924578306687e-7,0.0,0.0,0.0,0.0,-1.9483702166916467e-7,-2.390938745989247e-7,-2.3083554046571453e-7,0.0,-3.8765487503169556e-7,0.0,0.0,0.0,-1.694578639713695e-6,-1.8924479609416603e-6,-5.028489539539087e-9,-6.662826457095621e-5,0.0,0.0,0.0,-9.201327374926491e-7,0.0,-6.686726149959727e-7
6.462914447156175,2.1914209140952488,4.310432907305206,3.6420238072141187,0.7456589879216446,4.22392637733467,0.3999999965178159,1.6999999955741856,5.1999999608612635,1.1856834425331648,4.552161177354949,0.3,1.275,3.9,1.5,2.277526162465905,1.0927954810601979,1.0927954810601979,1.0766842647303942,1.060682443855433,1.1,1.0927952749664511 - 0.0006711457277026041j,1.0481686872167357 + 0.0007174620075301368j,1.076684248865215 + 0.0001848339173411211j,1.060682443855433 - 1.5097568190644236e-36j,1.0999996117947253 - 0.0009241490429555756j,-3.1538813022286867,-1.4367279096829175,2.5319136277330414,3.325418951476842,0.31806183678927014,2.0202475496219083,-1.2403678750822653,-0.9568768800744595,0.981918238242879,2.544605777717044,-0.6052140280741315,1.2956079242230258,3.1832325408734152,1.444760550947601,-2.5279930997290143,-3.3090331449274877,-0.3168399047108278,-2.006083391878393,1.525717679662418,1.0295729628199775,-0.9802906352164656,-2.4016559321318534,0.6097352704872373,-1.1618354560794526,0.0,0.0,0.0,0.0,0.0,-0.00048591584385514067,-4.5617024535581365e-5,-0.00013538528996619864,-6.985778493670978e-5,-2375.449185793044,0.0,0.0,0.0,0.0,0.0,-269.72317984804465,-169.72317984804465,-39.89589224586734,-1.3984257530968105e-6,-1.7127241917494297e-6,0.0,0.0,0.0,0.0,0.0,-469.6933814729695,-469.69338147296946,-1265.2225552110406,-1920.5745489397236,-1.099637496778088e-6,-3.9458458439995175e-6,-6.542480828117284e-7,0.0,0.0,0.0,0.0,-8.115826179372986e-7,-4.3820159485042696e-7,0.0,0.0,-2.4946490502247175e-7,0.0,0.0,0.0,-1.5688504675193158e-6,-3.4115632286860663e-6,-1.281706347207292e-7,-8.752989795210571e-6,0.0,0.0,-4.155836770841581e-7,-1.5854443283048348e-6,0.0,-2.3086634324509997e-6
6.083680174386681,2.291974242798557,5.774935823334363,2.652906064809887,0.5028764848530077,1.9384850087501526,0.3999999978048704,1.6999999986515977,5.199999893390706,1.7191618072391837,5.198185723257064,0.2999999136267711,1.274999916381165,3.8999988671034598,1.149672461344159,-0.9534019807111987,1.0875876172420742,1.0875876172420742,1.1,1.078394134000814,1.0834931123390297,1.0875872776402802 - 0.0008594726853225036j,1.0718371144222176 + 0.000546242015539431j,1.0999999970975398 + 7.990877747934583e-5j,1.078394134000814 + 1.0737806906370751e-36j,1.0834924984275562 - 0.001153402500902699j,-3.104370227866355,-1.7573504645965448,2.798233969807729,2.993356549215995,0.08695560722962689,2.399951753449335,-0.1794255819631092,-0.11467519466917692,-0.9686215704821981,2.5921036967552293,-0.7967683867222579,0.015219589770999397,3.1280173801647915,1.7654555918302015,-2.7934729755385246,-2.9793099465203263,-0.08533089862384532,-2.3853791587282607,0.40759631730012497,0.1880088483927738,0.9793946643150375,-2.473480482846778,0.8050186854952228,0.12263103398544122,0.0,0.0,0.0,0.0,0.0,-0.0002734953284923742,-0.00010796509400723016,-399.1063178723909,-0.00014789611131229327,-0.00020040708790550622,0.0,0.0,0.0,0.0,0.0,-298.18737843967705,-198.18737843967705,-22.930038668163434,-1.083090988610619e-5,-3.835489743764287e-6,0.0,0.0,0.0,0.0,3.5864820802474163e-7,-37.73484985739033,-37.73484985739033,-3.1092536864258475,-9.00336742898162e-6,0.0,-3.659971497629267e-6,-8.542320050576946e-7,0.0,0.0,0.0,0.0,-1.8712457122139086e-7,-7.548646110792118e-8,-4.145314998619255e-7,0.0,-3.346683971256569e-7,-1.5533912402864418e-7,0.0,0.0,-1.9724138339708997e-6,-2.3695808573631676e-6,-3.484766294745925e-8,-0.07641534408746803,0.0,0.0,0.0,-1.6497889819200629e-6,0.0,-1.9123351032574407e-8
4.804776971243404,1.8251271828814306,5.853023353771889,0.2189596313128575,1.5164688412331369,4.558719883513591,0.39999999708219464,1.6999999969652368,4.083702749418405,1.7648915658399216,4.5910983595144454,0.2999999960499529,1.2749999988000449,3.9,1.5,-0.20366445287090748,1.0861975693583912,1.0861975693583912,1.1,1.055751045953851,1.0817696952444065,1.0861972511516405 - 0.0008314269043494113j,1.0905128422190165 + 0.0003868269463539542j,1.0999999995771228 + 3.050131084700298e-5j,1.055751045953851 - 2.8900876320249062e-34j,1.081769159455278 - 0.0010766617839386035j,-2.651646798519198,-1.7385712229089818,2.32112673464021,2.157815275986183,-0.09422329736234066,2.269971624874235,0.5151912286083195,-0.8509045616132704,-0.9829133714442108,0.7587851299211785,-1.5672100668479423,0.7792489185733033,2.6688983835442524,1.7487729425148621,-2.317671332011683,-2.153130172724206,0.10076029055079193,-2.255337267660645,-0.35110917346113074,0.9453730651050226,0.9807361032061057,-0.7341508599211769,1.6247460620625283,-0.6406052435706412,0.0,0.0,0.0,0.0,0.0,-0.00024396164205705702,-0.00036426175144859844,-1078.107289700193,-5.8836022638329054e-5,-0.00017948226954343175,0.0,0.0,0.0,0.0,0.0,-281.5075599082967,-181.5075599082967,-2.3660684613202622e-6,-1.344347100632461e-5,-1.7891729377715553e-6,0.0,0.0,0.0,0.0,7.329650116085549e-8,-260.6724620877187,-260.6724620877187,-628.7913737440921,-1033.5749386911152,0.0,-2.186894694481545e-6,-8.428521161654831e-7,0.0,0.0,-4.032069513876312e-8,0.0,0.0,-3.984857469952559e-7,-4.1503275714886136e-7,0.0,-7.619603994487238e-7,0.0,0.0,0.0,-1.323076531409142e-6,-1.1630722020682447e-6,0.0,-2.7187433018656497e-5,-2.381319843575007e-7,0.0,0.0,-3.1405113907144594e-7,0.0,-1.099844771016102e-6
4.719519618533777,2.9471457116829205,6.121926631450104,1.186065549887887,0.7069617549392282,3.599199532179748,0.3999999975663329,1.699999998106233,5.199999625611102,1.7717908253593921,4.774806362969071,0.29999998022864505,1.274999982979063,3.9,1.5,-0.9922363348358799,1.0785542433216837,1.0785542433216837,1.1,1.0587661296900959,1.072184526862489,1.0785538729590896 - 0.0008938188617859239j,1.0814468245831172 + 0.00032390823530193373j,1.099999999986819 - 5.384990539610247e-6j,1.0587661296900959 - 4.580010041666921e-35j,1.0721839101377504 - 0.0011499935059816478j,-2.6352349910511847,-1.829325539847844,2.395536374276372,2.090757717542617,-0.15642788267433716,2.379269988692699,0.45738146152875686,-0.4675958845345735,-1.3069971577912607,1.6861434887618558,-1.4580670649125247,0.3147608229553807,2.6524321427787516,1.8389843542085331,-2.3914165013147186,-2.0842846274825924,0.16209619638556477,-2.3643823835685307,-0.29371473573165857,0.556668796379757,1.3120459025596098,-1.6434470114166437,1.5068947801233918,-0.173536577034269,0.0,0.0,0.0,0.0,0.0,-0.00014920981876987037,-0.00017597940344069106,-564.9200576300547,-6.528882517819059e-5,-0.00010962015108282085,0.0,0.0,0.0,0.0,0.0,-292.46765279319425,-192.4676527931943,-8.539579252906403,-1.3873295464432808e-5,-2.2062178457103646e-6,0.0,0.0,0.0,0.0,3.745863851141261e-7,-122.14475696062722,-122.14475696062722,-239.62040555879145,-390.93844893742,0.0,-2.1516660330613332e-6,-9.057877881621696e-7,0.0,0.0,-6.510749614987623e-8,0.0,0.0,-2.269633033788741e-7,-5.809293522197898e-7,0.0,-6.902669164729436e-7,0.0,0.0,0.0,-1.40389786624032e-6,-1.1038157779304774e-6,0.0,-0.00017466394356351116,-2.1065411313261258e-7,0.0,0.0,-8.012582330803439e-7,0.0,-4.0437180571027524e-7
4.811987683230962,2.0925981761071695,5.694029271211588,0.48802368600618423,1.5425163081110198,4.195808387296725,0.39999999716127027,1.6999999971548074,4.4383267945068425,1.4873182208536437,4.627966762139801,0.2999999941066127,1.2749999968567318,3.9,1.5,-0.28935540956740086,1.0878253585265578,1.0878253585265578,1.1,1.0602813434348033,1.0835023297730715,1.087825028212588 - 0.0008477309218175671j,1.0890385947080092 + 0.00035442461795402724j,1.0999999999879566 - 5.147400577608253e-6j,1.0602813434348033 + 1.710748817774396e-35j,1.0835017785766132 - 0.0010929066700360735j,-2.6273638575331235,-1.7680997904450455,2.3255847917000394,2.189654344728783,-0.15081489411733473,2.302381970439762,0.38996394451386823,-0.7497462914194017,-0.9668783368533921,0.9061058126585644,-1.4066503583579628,0.6775229272859913,2.6440873679979457,1.7780585497371693,-2.3221459234190376,-2.1846238256978383,0.15607427367089075,-2.287796365795564,-0.23116379420708244,0.8417420101709844,0.9644217749994426,-0.8779876305200525,1.4513779115439616,-0.5394117266371466,0.0,0.0,0.0,0.0,0.0,-0.0002793584317443341,-0.00031255062642991053,-937.087562525025,-6.88692362335222e-5,-0.0002006187034896552,0.0,0.0,0.0,0.0,0.0,-283.2393352815118,-183.23933528151179,-3.9545150074842825e-6,-4.648427524720441e-6,-1.864635393582958e-6,0.0,0.0,0.0,0.0,1.0435812529360686e-7,-228.79896373548416,-228.79896373548416,-543.8438601202237,-883.0894483619942,0.0,-2.1345990678419494e-6,-8.628873897699082e-7,0.0,0.0,-6.261848245230793e-8,0.0,0.0,-3.5103679367814523e-7,-4.0738080666967245e-7,0.0,-6.58027491475707e-7,0.0,0.0,0.0,-1.3276672247598615e-6,-1.1925740853801642e-6,0.0,-3.647807567119376e-5,-1.789583668362145e-7,0.0,0.0,-3.8033321260498796e-7,0.0,-9.295315885374093e-7
